Order ID,Order Date,Ship Date,Customer Name,City,State,Category,Product Name,Sales,Quantity,Profit,Shipping Days,Year,Month,Profit Margin,Status
CA-2013-121755,2013-01-16,2013-01-20,Eric Hoffmann,Los Angeles,California,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.7741,4,2013,1,13.0,Profit
CA-2013-101343,2013-07-18,2013-07-23,Ruben Ausman,Los Angeles,California,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,3.894,5,2013,7,5.0,Profit
CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,Los Angeles,California,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,6.1512,6,2012,11,44.0,Profit
CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,Los Angeles,California,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,9.3612,6,2012,11,36.25,Profit
CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,Los Angeles,California,Paper,Xerox 1943,146.73,3,68.9631,6,2012,11,47.0,Profit
CA-2012-135545,2012-11-24,2012-11-30,Kunst Miller,Los Angeles,California,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,22.3328,6,2012,11,27.999999999999996,Profit
CA-2011-106376,2011-12-05,2011-12-10,Brendan Sweed,Gilbert,Arizona,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,111.3024,5,2011,12,10.000000000000002,Profit
CA-2011-106376,2011-12-05,2011-12-10,Brendan Sweed,Gilbert,Arizona,Phones,netTALK DUO VoIP Telephone Service,167.968,4,62.988,5,2011,12,37.5,Profit
CA-2011-139451,2011-10-12,2011-10-16,Duane Noonan,San Francisco,California,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,4.172,4,2011,10,27.999999999999996,Profit
CA-2011-139451,2011-10-12,2011-10-16,Duane Noonan,San Francisco,California,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,6.2031,4,2011,10,28.999999999999996,Profit
CA-2013-109806,2013-09-18,2013-09-23,Jim Sink,Los Angeles,California,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,6.633,5,2013,9,32.99999999999999,Profit
CA-2013-109806,2013-09-18,2013-09-23,Jim Sink,Los Angeles,California,Phones,Panasonic Kx-TS550,73.584,2,8.2782,5,2013,9,11.249999999999998,Profit
CA-2013-109806,2013-09-18,2013-09-23,Jim Sink,Los Angeles,California,Paper,Xerox 1995,6.48,1,3.1104,5,2013,9,47.99999999999999,Profit
US-2014-109484,2014-11-07,2014-11-13,Roger Barcio,Portland,Oregon,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,-3.788,6,2014,11,-66.66666666666666,Loss
CA-2014-157833,2014-06-18,2014-06-21,Katherine Ducich,San Francisco,California,Binders,Trimflex Flexible Post Binders,51.312,3,17.9592,3,2014,6,35.0,Profit
US-2012-156867,2012-11-13,2012-11-17,Lena Cacioppo,Aurora,Colorado,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,-26.8758,4,2012,11,-11.250000000000002,Loss
US-2012-156867,2012-11-13,2012-11-17,Lena Cacioppo,Aurora,Colorado,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.8385,4,2012,11,-3.75,Loss
US-2012-156867,2012-11-13,2012-11-17,Lena Cacioppo,Aurora,Colorado,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,-25.8174,4,2012,11,-70.0,Loss
CA-2012-110457,2012-03-02,2012-03-06,Dave Kipp,Seattle,Washington,Tables,Hon Racetrack Conference Tables,787.53,3,165.3813,4,2012,3,21.000000000000004,Profit
US-2014-107272,2014-11-06,2014-11-13,Troy Staebel,Phoenix,Arizona,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,-1.8308,7,2014,11,-76.66666666666667,Loss
US-2014-107272,2014-11-06,2014-11-13,Troy Staebel,Phoenix,Arizona,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,30.499,7,2014,11,12.5,Profit
US-2013-125969,2013-11-07,2013-11-11,Lindsay Shagiari,Los Angeles,California,Chairs,"Global Task Chair, Black",81.424,2,-9.1602,4,2013,11,-11.249999999999998,Loss
US-2013-125969,2013-11-07,2013-11-11,Lindsay Shagiari,Los Angeles,California,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.2416,4,2013,11,10.999999999999998,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Paper,Xerox 195,20.04,3,9.6192,6,2013,10,48.0,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Paper,Xerox 1880,35.44,1,16.6568,6,2013,10,47.0,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,6,2013,10,30.0,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Fasteners,Ideal Clamps,4.02,2,1.9698,6,2013,10,49.00000000000001,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Binders,GBC Wire Binding Strips,76.176,3,26.6616,6,2013,10,35.0,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Supplies,Fiskars Softgrip Scissors,65.88,6,18.4464,6,2013,10,28.000000000000004,Profit
CA-2013-145583,2013-10-14,2013-10-20,Lena Creighton,Roseville,California,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976,6,2013,10,48.00000000000001,Profit
CA-2014-106180,2014-09-19,2014-09-24,Sally Hughsby,San Francisco,California,Art,Newell 343,8.82,3,2.3814,5,2014,9,27.0,Profit
CA-2014-106180,2014-09-19,2014-09-24,Sally Hughsby,San Francisco,California,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1042,5,2014,9,47.0,Profit
CA-2014-106180,2014-09-19,2014-09-24,Sally Hughsby,San Francisco,California,Paper,Xerox 1911,143.7,3,68.976,5,2014,9,48.00000000000001,Profit
CA-2012-110744,2012-09-07,2012-09-12,Helen Andreada,Pasadena,California,Storage,Safco Industrial Wire Shelving,671.93,7,20.1579,5,2012,9,3.0000000000000004,Profit
CA-2013-158834,2013-03-14,2013-03-17,Tamara Willingham,Scottsdale,Arizona,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.766,3,2013,3,11.25,Profit
CA-2013-158834,2013-03-14,2013-03-17,Tamara Willingham,Scottsdale,Arizona,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,203.184,2,15.2388,3,2013,3,7.5,Profit
CA-2012-124919,2012-05-31,2012-06-02,Stephanie Phelps,San Jose,California,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.271,2,2012,5,45.0,Profit
CA-2012-124919,2012-05-31,2012-06-02,Stephanie Phelps,San Jose,California,Paper,Xerox 1883,105.52,4,48.5392,2,2012,5,46.0,Profit
CA-2012-124919,2012-05-31,2012-06-02,Stephanie Phelps,San Jose,California,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,21.0288,2,2012,5,26.0,Profit
CA-2012-118948,2012-05-28,2012-06-03,Neil Knudson,Seattle,Washington,Art,Newell 311,6.63,3,1.7901,6,2012,5,27.0,Profit
CA-2011-104269,2011-03-01,2011-03-06,Dave Brooks,Seattle,Washington,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,51.4764,5,2011,3,11.25,Profit
CA-2013-162733,2013-05-12,2013-05-13,Ted Trevino,Los Angeles,California,Paper,Xerox 1920,5.98,1,2.691,1,2013,5,44.99999999999999,Profit
CA-2013-154508,2013-11-17,2013-11-21,Ruben Dartt,Carlsbad,New Mexico,Envelopes,Staples,28.4,5,13.348,4,2013,11,47.0,Profit
CA-2013-113817,2013-11-08,2013-11-12,Max Jones,Seattle,Washington,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.688,4,2013,11,35.0,Profit
CA-2011-118962,2011-08-05,2011-08-09,Chad Sievert,Los Angeles,California,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3,9.8418,4,2011,8,46.99999999999999,Profit
CA-2011-118962,2011-08-05,2011-08-09,Chad Sievert,Los Angeles,California,Paper,Xerox 1913,110.96,2,53.2608,4,2011,8,48.00000000000001,Profit
CA-2011-118962,2011-08-05,2011-08-09,Chad Sievert,Los Angeles,California,Chairs,"Global Value Steno Chair, Gray",340.144,7,21.259,4,2011,8,6.25,Profit
CA-2011-123260,2011-08-26,2011-08-30,Frank Merwin,Los Angeles,California,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,22.984,4,2011,8,13.0,Profit
CA-2012-131457,2012-10-31,2012-11-06,Mary Zewe,Redlands,California,Envelopes,Poly String Tie Envelopes,14.28,7,6.7116,6,2012,10,47.0,Profit
CA-2011-133690,2011-08-03,2011-08-05,Bruce Stewart,Denver,Colorado,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,-161.875,2,2011,8,-74.0,Loss
CA-2011-133690,2011-08-03,2011-08-05,Bruce Stewart,Denver,Colorado,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2925,2,2011,8,11.249999999999998,Profit
CA-2014-108329,2014-12-10,2014-12-15,Laurel Elliston,Whittier,California,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,44.4768,5,2014,12,10.0,Profit
CA-2013-130162,2013-10-29,2013-11-02,Jonathan Howell,Los Angeles,California,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,26.0568,4,2013,10,27.999999999999996,Profit
CA-2013-130162,2013-10-29,2013-11-02,Jonathan Howell,Los Angeles,California,Phones,Adtran 1202752G1,302.376,3,22.6782,4,2013,10,7.500000000000001,Profit
CA-2014-160514,2014-11-13,2014-11-17,David Bremer,Santa Clara,California,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,4.752,4,2014,11,44.99999999999999,Profit
CA-2013-154739,2013-12-11,2013-12-16,Logan Haushalter,San Francisco,California,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,28.1372,5,2013,12,8.75,Profit
CA-2013-145625,2013-09-12,2013-09-18,Kelly Collister,San Diego,California,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.5767,6,2013,9,47.0,Profit
CA-2013-145625,2013-09-12,2013-09-18,Kelly Collister,San Diego,California,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13,636.0003,6,2013,9,19.000000000000004,Profit
CA-2012-155040,2012-11-10,2012-11-15,Alan Hwang,Brentwood,California,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,35.156,5,2012,11,43.99999999999999,Profit
CA-2014-163979,2014-12-29,2015-01-03,Kristen Hastings,San Francisco,California,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.4936,5,2014,12,28.999999999999996,Profit
CA-2012-155334,2012-07-30,2012-07-31,Helen Andreada,San Francisco,California,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,92.3692,1,2012,7,44.0,Profit
CA-2012-155334,2012-07-30,2012-07-31,Helen Andreada,San Francisco,California,Furnishings,Regeneration Desk Collection,5.28,3,2.3232,1,2012,7,43.99999999999999,Profit
CA-2012-155334,2012-07-30,2012-07-31,Helen Andreada,San Francisco,California,Binders,Presstex Flexible Ring Binders,10.92,3,4.095,1,2012,7,37.5,Profit
CA-2014-118136,2014-09-17,2014-09-18,Barry Blumstein,Inglewood,California,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,4.0572,1,2014,9,46.0,Profit
CA-2014-118136,2014-09-17,2014-09-18,Barry Blumstein,Inglewood,California,Art,Newell 330,5.98,1,1.5548,1,2014,9,25.999999999999996,Profit
CA-2012-130890,2012-11-02,2012-11-06,Jas O'Carroll,Los Angeles,California,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,51.942,4,2012,11,5.0,Profit
CA-2012-130883,2012-09-26,2012-10-02,Tracy Blumstein,Portland,Oregon,Paper,Staples,141.76,5,47.844,6,2012,9,33.75,Profit
CA-2012-130883,2012-09-26,2012-10-02,Tracy Blumstein,Portland,Oregon,Accessories,Microsoft Arc Touch Mouse,239.8,5,47.96,6,2012,9,20.0,Profit
CA-2012-130883,2012-09-26,2012-10-02,Tracy Blumstein,Portland,Oregon,Paper,Xerox 216,31.104,6,10.8864,6,2012,9,35.0,Profit
CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,Colorado Springs,Colorado,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,78.8592,2,2011,12,26.25,Profit
CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,Colorado Springs,Colorado,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,20.1558,2,2011,12,8.75,Profit
CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,Colorado Springs,Colorado,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,-24.5646,2,2011,12,-11.249999999999998,Loss
CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,Colorado Springs,Colorado,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88,2,2011,12,-80.0,Loss
CA-2011-111451,2011-12-26,2011-12-28,Kelly Lampkin,Colorado Springs,Colorado,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,9.2988,2,2011,12,33.75,Profit
CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,Arvada,Colorado,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,3.5948,2,2013,9,23.75,Profit
CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,Arvada,Colorado,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,52.5114,2,2013,9,11.250000000000002,Profit
CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,Arvada,Colorado,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,1.7136,2,2013,9,11.25,Profit
CA-2013-142902,2013-09-13,2013-09-15,Ben Peterman,Arvada,Colorado,Labels,Avery 509,6.264,3,2.0358,2,2013,9,32.5,Profit
CA-2011-156601,2011-09-19,2011-09-24,Frank Atkinson,Long Beach,California,Fasteners,OIC Binder Clips,7.16,2,3.58,5,2011,9,50.0,Profit
CA-2013-162138,2013-04-24,2013-04-28,Grace Kelly,Hesperia,California,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.744,4,2013,4,32.5,Profit
CA-2013-162138,2013-04-24,2013-04-28,Grace Kelly,Hesperia,California,Accessories,Logitech Wireless Headset h800,99.99,1,34.9965,4,2013,4,35.0,Profit
CA-2012-137946,2012-09-01,2012-09-04,Doug Bickford,Los Angeles,California,Binders,Storex Dura Pro Binders,4.752,1,1.6038,3,2012,9,33.75,Profit
CA-2012-137946,2012-09-01,2012-09-04,Doug Bickford,Los Angeles,California,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,335.9944,3,2012,9,35.0,Profit
CA-2012-137946,2012-09-01,2012-09-04,Doug Bickford,Los Angeles,California,Binders,Avery Non-Stick Binders,14.368,4,4.49,3,2012,9,31.25,Profit
CA-2011-129924,2011-07-12,2011-07-17,Alyssa Crouse,San Francisco,California,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,2.7956,5,2011,7,36.25,Profit
CA-2011-129924,2011-07-12,2011-07-17,Alyssa Crouse,San Francisco,California,Tables,Hon 5100 Series Wood Tables,698.352,3,-17.4588,5,2011,7,-2.5,Loss
CA-2012-128167,2012-06-22,2012-06-26,Ken Lonsdale,Layton,Utah,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,2.3312,4,2012,6,47.0,Profit
CA-2014-169901,2014-06-16,2014-06-20,Clay Cheatham,San Francisco,California,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,4.7976,4,2014,6,10.0,Profit
CA-2011-123344,2011-09-24,2011-09-29,Julia Dunbar,San Francisco,California,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.4784,5,2011,9,4.0,Profit
US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,Tucson,Arizona,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,-5.712,4,2011,7,-70.0,Loss
US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,Tucson,Arizona,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,179.1888,4,2011,7,17.5,Profit
US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,Tucson,Arizona,Art,Newell 324,9.24,1,0.924,4,2011,7,10.0,Profit
US-2011-119137,2011-07-23,2011-07-27,Arthur Gainer,Tucson,Arizona,Accessories,Microsoft Natural Keyboard Elite,479.04,10,-29.94,4,2011,7,-6.25,Loss
CA-2013-134775,2013-10-29,2013-10-30,Alejandro Savely,San Francisco,California,Paper,Southworth Structures Collection,50.96,7,25.48,1,2013,10,50.0,Profit
CA-2013-134775,2013-10-29,2013-10-30,Alejandro Savely,San Francisco,California,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,1,2013,10,35.0,Profit
US-2011-135972,2011-09-21,2011-09-23,Jack Garza,Des Moines,Washington,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,27.7182,2,2011,9,11.25,Profit
US-2011-135972,2011-09-21,2011-09-23,Jack Garza,Des Moines,Washington,Copiers,Canon PC1080F Personal Copier,1799.97,3,701.9883,2,2011,9,38.99999999999999,Profit
CA-2014-102946,2014-07-01,2014-07-06,Victor Preis,Las Vegas,Nevada,Binders,Tuf-Vin Binders,75.792,3,25.5798,5,2014,7,33.75,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,37.7895,4,2014,12,21.0,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,434.9913,4,2014,12,36.25,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Paper,"Wirebound Message Book, 4 per Page",27.15,5,13.3035,4,2014,12,49.0,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,-112.9527,4,2014,12,-11.249999999999998,Loss
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,4.6464,4,2014,12,48.0,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Labels,Self-Adhesive Removable Labels,28.35,9,13.608,4,2014,12,48.0,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Paper,Xerox 1908,55.98,1,27.4302,4,2014,12,49.0,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,31.4548,4,2014,12,2.3529411764705883,Profit
CA-2014-117457,2014-12-09,2014-12-13,Keith Herrera,San Francisco,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,-18.4548,4,2014,12,-16.25,Loss
CA-2014-142636,2014-11-04,2014-11-08,Kimberly Carter,Seattle,Washington,Paper,Xerox 191,139.86,7,65.7342,4,2014,11,47.0,Profit
CA-2014-142636,2014-11-04,2014-11-08,Kimberly Carter,Seattle,Washington,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,26.8744,4,2014,11,8.75,Profit
CA-2014-122105,2014-06-25,2014-06-29,Caroline Jumper,Huntington Beach,California,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,25.8984,4,2014,6,26.999999999999996,Profit
CA-2013-148796,2013-04-15,2013-04-19,Philip Brown,Los Angeles,California,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38,4,2013,4,10.0,Profit
CA-2014-110478,2014-03-05,2014-03-10,Sung Pak,Los Angeles,California,Art,American Pencil,9.32,4,2.7028,5,2014,3,28.999999999999996,Profit
CA-2014-110478,2014-03-05,2014-03-10,Sung Pak,Los Angeles,California,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,7.015,5,2014,3,46.0,Profit
CA-2011-142048,2011-06-22,2011-06-25,Joel Eaton,Louisville,Colorado,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,6,56.5662,3,2011,6,28.749999999999996,Profit
US-2011-110674,2011-02-13,2011-02-19,Sanjit Chand,Concord,California,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,-24.294,6,2011,2,-18.75,Loss
CA-2012-109638,2012-12-15,2012-12-22,Joseph Holt,Seattle,Washington,Appliances,3M Office Air Cleaner,103.92,4,36.372,7,2012,12,35.0,Profit
CA-2012-109638,2012-12-15,2012-12-22,Joseph Holt,Seattle,Washington,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,377.9622,7,2012,12,42.0,Profit
CA-2012-109638,2012-12-15,2012-12-22,Joseph Holt,Seattle,Washington,Binders,Acco D-Ring Binder w/DublLock,51.312,3,18.6006,7,2012,12,36.25000000000001,Profit
CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,Phoenix,Arizona,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.068,7,2013,4,30.0,Profit
CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,Phoenix,Arizona,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.4832,7,2013,4,-63.99999999999999,Loss
CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,Phoenix,Arizona,Binders,Poly Designer Cover & Back,28.485,5,-20.889,7,2013,4,-73.33333333333333,Loss
CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,Phoenix,Arizona,Supplies,Premier Electric Letter Opener,185.376,2,-34.758,7,2013,4,-18.75,Loss
CA-2013-109869,2013-04-23,2013-04-30,Tanja Norvell,Phoenix,Arizona,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,5.8704,7,2013,4,7.5,Profit
CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,San Francisco,California,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.4092,2,2011,11,0.9999999999999999,Profit
CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,San Francisco,California,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,10.4784,2,2011,11,4.7058823529411775,Profit
CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,San Francisco,California,Phones,Samsung Galaxy Note 3,703.968,4,87.996,2,2011,11,12.5,Profit
CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,San Francisco,California,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,24.9804,2,2011,11,27.0,Profit
CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,San Francisco,California,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,28.819,2,2011,11,46.0,Profit
CA-2011-144666,2011-11-09,2011-11-11,Jeremy Pistek,San Francisco,California,Paper,Xerox 1912,94.85,5,45.528,2,2011,11,48.00000000000001,Profit
CA-2013-103891,2013-07-13,2013-07-20,Kristen Hastings,Los Angeles,California,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.182,7,2013,7,7.5,Profit
CA-2011-134677,2011-10-06,2011-10-10,Xylona Preis,San Diego,California,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,1.9089,4,2011,10,21.000000000000004,Profit
CA-2014-140963,2014-06-11,2014-06-14,Michelle Tran,Los Angeles,California,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,14.8,3,2014,6,50.0,Profit
CA-2014-140963,2014-06-11,2014-06-14,Michelle Tran,Los Angeles,California,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,-30.245,3,2014,6,-5.882352941176471,Loss
